file_name,label,location,seq_id,datetime,split
N27/101EK113/03020434.JPG,black_agouti,N27,396a164a-7160-11ec-9fd1-5cf3706028c2,2020-03-02 07:13:31+00:00,val
N27/101EK113/04020916.JPG,black_agouti,N27,396a3d88-7160-11ec-942a-5cf3706028c2,2020-04-02 15:56:49+00:00,train
A06/100EK113/03260589.JPG,black_agouti,A06,39bb57ab-7160-11ec-9379-5cf3706028c2,2020-03-26 11:15:44+00:00,train
N27/100EK113/01250419.JPG,black_agouti,N27,39697a01-7160-11ec-8c24-5cf3706028c2,2020-01-25 16:56:26+00:00,test
A06/102EK113/07200768.JPG,black_agouti,A06,39bc9090-7160-11ec-8249-5cf3706028c2,2020-07-20 13:36:25+00:00,train
N27/102EK113/04200088.JPG,black_agouti,N27,396a64a3-7160-11ec-acca-5cf3706028c2,2020-04-20 08:19:46+00:00,train
N27/101EK113/02290396.JPG,black_agouti,N27,396a1642-7160-11ec-9562-5cf3706028c2,2020-02-29 08:46:10+00:00,train
N27/101EK113/02280360.JPG,black_agouti,N27,3969ef49-7160-11ec-a4d2-5cf3706028c2,2020-02-28 06:36:15+00:00,train
N27/102EK113/05030234.JPG,black_agouti,N27,396a8ba1-7160-11ec-b9d5-5cf3706028c2,2020-05-03 07:34:55+00:00,train
N27/102EK113/04300187.JPG,black_agouti,N27,396a8b94-7160-11ec-9276-5cf3706028c2,2020-04-30 07:36:05+00:00,train
N27/100EK113/01110140.JPG,black_agouti,N27,396952c9-7160-11ec-a975-5cf3706028c2,2020-01-11 17:42:11+00:00,train
N27/102EK113/05060281.JPG,black_agouti,N27,396a8bad-7160-11ec-89fe-5cf3706028c2,2020-05-06 05:50:59+00:00,train
A06/100EK113/04220803.JPG,black_agouti,A06,39bb7ed2-7160-11ec-8bb6-5cf3706028c2,2020-04-22 09:46:21+00:00,train
N27/100EK113/01250444.JPG,black_agouti,N27,39697a03-7160-11ec-ab42-5cf3706028c2,2020-01-25 16:59:52+00:00,train
A06/101EK113/06020446.JPG,black_agouti,A06,39bbf41f-7160-11ec-bc9b-5cf3706028c2,2020-06-02 08:08:10+00:00,train
A06/101EK113/06020531.JPG,black_agouti,A06,39bbf42a-7160-11ec-b1a8-5cf3706028c2,2020-06-02 08:16:00+00:00,train
N27/102EK113/05050268.JPG,black_agouti,N27,396a8ba9-7160-11ec-80be-5cf3706028c2,2020-05-05 06:48:18+00:00,test
N27/102EK113/06150670.JPG,black_agouti,N27,396ad9d9-7160-11ec-88b5-5cf3706028c2,2020-06-15 18:05:03+00:00,train
N27/100EK113/01220287.JPG,black_agouti,N27,396979eb-7160-11ec-9478-5cf3706028c2,2020-01-22 08:46:48+00:00,val
N27/102EK113/05010208.JPG,black_agouti,N27,396a8b9a-7160-11ec-9bf7-5cf3706028c2,2020-05-01 06:10:51+00:00,train
N27/102EK113/06060619.JPG,black_agouti,N27,396ad9ca-7160-11ec-abd1-5cf3706028c2,2020-06-06 06:15:47+00:00,train
N27/101EK113/02210177.JPG,black_agouti,N27,3969ef2d-7160-11ec-9790-5cf3706028c2,2020-02-21 07:28:44+00:00,train
N27/102EK113/05120346.JPG,black_agouti,N27,396a8bbe-7160-11ec-9fb3-5cf3706028c2,2020-05-12 08:28:32+00:00,train
N27/100EK113/02090845.JPG,black_agouti,N27,3969c811-7160-11ec-8a26-5cf3706028c2,2020-02-09 07:48:11+00:00,train
N27/101EK113/02220242.JPG,black_agouti,N27,3969ef35-7160-11ec-8ac0-5cf3706028c2,2020-02-22 18:28:35+00:00,train
A06/101EK113/06020369.JPG,black_agouti,A06,39bbf41b-7160-11ec-938f-5cf3706028c2,2020-06-02 08:04:04+00:00,train
A06/100EK113/01230114.JPG,black_agouti,A06,39bae26e-7160-11ec-99ed-5cf3706028c2,2020-01-23 06:55:38+00:00,train
N27/101EK113/02220259.JPG,black_agouti,N27,3969ef38-7160-11ec-9ccf-5cf3706028c2,2020-02-22 18:30:01+00:00,train
N27/100EK113/01250412.JPG,black_agouti,N27,39697a00-7160-11ec-854e-5cf3706028c2,2020-01-25 16:55:35+00:00,train
A06/101EK113/06160732.JPG,black_agouti,A06,39bc1b34-7160-11ec-8e15-5cf3706028c2,2020-06-16 07:26:05+00:00,train
N27/100EK113/01170221.JPG,black_agouti,N27,396979dd-7160-11ec-9aa1-5cf3706028c2,2020-01-17 09:02:45+00:00,val
N27/102EK113/07120964.JPG,black_agouti,N27,396b2801-7160-11ec-9953-5cf3706028c2,2020-07-12 17:42:12+00:00,train
N27/102EK113/06270800.JPG,black_agouti,N27,396b00e4-7160-11ec-9eea-5cf3706028c2,2020-06-27 06:22:30+00:00,val
A06/100EK113/04200782.JPG,black_agouti,A06,39bb7ecd-7160-11ec-9bdb-5cf3706028c2,2020-04-20 09:55:35+00:00,train
N27/102EK113/05090331.JPG,black_agouti,N27,396a8bba-7160-11ec-a46e-5cf3706028c2,2020-05-09 17:37:07+00:00,train
N27/101EK113/02260333.JPG,black_agouti,N27,3969ef45-7160-11ec-8a96-5cf3706028c2,2020-02-26 17:57:07+00:00,train
